Time,VC0,D_CaL_sCaLm,D_CaL_sCaLh,D_CaL_vCaLm,D_CaL_vCaLh,D_CaL_tCaLh1,D_CaL_tCaLh2,D_CaL_gCaL,D_CaL_mCaL_inf,D_CaL_hCaL_inf,D_CaL_tauCaLm,D_CaL_tauCaLh,D_CaL_iCaL,D_CaL_mCaL,D_CaL_hCaL
24.37499999999915,-61.25925164248207,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042049205044882236 ,0.9965014844044608 ,0.1944905192273486 ,53.79877991938594 ,-0.12295282552567519 ,0.04204018561767045 ,0.7872744665188626  
24.39999999999915,-61.25894389810334,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0420504444665577 ,0.9965012698601489 ,0.19449264730805393 ,53.79882278961539 ,-0.12297495347944128 ,0.042041423052637736 ,0.7873716704105023  
24.424999999999148,-61.25863609835898,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04205168414623103 ,0.996501055264111 ,0.19449477580024566 ,53.7988656682113 ,-0.12299707769576428 ,0.042042660745671034 ,0.787468828965435  
24.449999999999147,-61.258328243258326,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04205292408388426 ,0.9965008406163463 ,0.1944969047038747 ,53.798908555172716 ,-0.12301919817736114 ,0.04204389869675221 ,0.7875659422047567  
24.474999999999145,-61.25802033281072,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042054164279499505 ,0.996500625916853 ,0.19449903401889213 ,53.798951450498706 ,-0.12304131492694753 ,0.04204513690586315 ,0.7876630101495535  
24.499999999999144,-61.257712367025505,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042055404733058896 ,0.9965004111656296 ,0.19450116374524895 ,53.79899435418833 ,-0.12306342794723799 ,0.04204637537298579 ,0.7877600328209016  
24.524999999999142,-61.25740434591199,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04205664544454459 ,0.996500196362675 ,0.19450329388289622 ,53.799037266240646 ,-0.12308553724094586 ,0.04204761409810208 ,0.7878570102398673  
24.54999999999914,-61.25709626947951,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04205788641393877 ,0.9964999815079876 ,0.19450542443178515 ,53.79908018665472 ,-0.12310764281078329 ,0.042048853081193986 ,0.7879539424275074  
24.57499999999914,-61.25678813773737,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04205912764122366 ,0.9964997666015665 ,0.19450755539186682 ,53.79912311542961 ,-0.12312974465946128 ,0.04205009232224352 ,0.7880508294048686  
24.599999999999138,-61.25647995069487,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04206036912638149 ,0.9964995516434098 ,0.19450968676309244 ,53.79916605256438 ,-0.1231518427896896 ,0.04205133182123272 ,0.7881476711929879  
24.624999999999137,-61.256171708361315,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04206161086939452 ,0.9964993366335164 ,0.19451181854541338 ,53.7992089980581 ,-0.12317393720417691 ,0.04205257157814364 ,0.7882444678128925  
24.649999999999135,-61.255863410745995,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042062852870245034 ,0.9964991215718847 ,0.19451395073878097 ,53.79925195190983 ,-0.12319602790563068 ,0.04205381159295837 ,0.7883412192855999  
24.674999999999134,-61.2555550578582,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0420640951289154 ,0.9964989064585136 ,0.1945160833431464 ,53.79929491411864 ,-0.12321811489675723 ,0.042055051865659034 ,0.7884379256321175  
24.699999999999132,-61.25524664970721,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04206533764538791 ,0.9964986912934013 ,0.19451821635846123 ,53.79933788468359 ,-0.12324019818026152 ,0.04205629239622776 ,0.7885345868734432  
24.72499999999913,-61.25493818630228,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04206658041964495 ,0.9964984760765467 ,0.19452034978467686 ,53.79938086360376 ,-0.12326227775884757 ,0.04205753318464673 ,0.7886312030305651  
24.74999999999913,-61.254629667652694,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042067823451668984 ,0.9964982608079482 ,0.19452248362174485 ,53.799423850878206 ,-0.12328435363521817 ,0.042058774230898134 ,0.7887277741244614  
24.774999999999128,-61.2543210937677,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042069066741442375 ,0.9964980454876045 ,0.1945246178696166 ,53.79946684650601 ,-0.12330642581207482 ,0.042060015534964204 ,0.7888243001761006  
24.799999999999127,-61.254012464656554,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042070310288947615 ,0.9964978301155141 ,0.19452675252824392 ,53.79950985048623 ,-0.123328494292118 ,0.04206125709682719 ,0.7889207812064414  
24.824999999999125,-61.25370378032849,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04207155409416716 ,0.9964976146916756 ,0.1945288875975783 ,53.799552862817954 ,-0.12335055907804689 ,0.04206249891646937 ,0.7890172172364327  
24.849999999999124,-61.25339504079276,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04207279815708358 ,0.9964973992160877 ,0.19453102307757147 ,53.79959588350024 ,-0.12337262017255952 ,0.042063740993873056 ,0.7891136082870137  
24.874999999999122,-61.25308624605859,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04207404247767936 ,0.9964971836887486 ,0.19453315896817513 ,53.799638912532174 ,-0.1233946775783529 ,0.04206498332902058 ,0.7892099543791138  
24.89999999999912,-61.252777396135194,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042075287055937105 ,0.996496968109657 ,0.19453529526934116 ,53.799681949912824 ,-0.1234167312981227 ,0.04206622592189431 ,0.7893062555336527  
24.92499999999912,-61.252468491031806,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042076531891839394 ,0.9964967524788116 ,0.1945374319810213 ,53.79972499564126 ,-0.12343878133456346 ,0.04206746877247663 ,0.7894025117715404  
24.949999999999118,-61.25215953075763,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042077776985368846 ,0.9964965367962109 ,0.19453956910316744 ,53.799768049716576 ,-0.12346082769036859 ,0.04206871188074996 ,0.789498723113677  
24.974999999999117,-61.25185051532187,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04207902233650809 ,0.9964963210618534 ,0.1945417066357314 ,53.79981111213784 ,-0.12348287036823034 ,0.042069955246696746 ,0.7895948895809529  
24.999999999999115,-61.25154144473372,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208026794523985 ,0.9964961052757376 ,0.19454384457866536 ,53.79985418290412 ,-0.12350490937083973 ,0.04207119887029945 ,0.7896910111942489  
25.024999999999114,-61.25123231900237,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208151381154683 ,0.9964958894378619 ,0.19454598293192116 ,53.79989726201451 ,-0.12352694470088661 ,0.04207244275154058 ,0.7897870879744359  
25.049999999999113,-61.25092313813701,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042082759935411725 ,0.9964956735482249 ,0.194548121695451 ,53.799940349468095 ,-0.1235489763610598 ,0.04207368689040267 ,0.7898831199423751  
25.07499999999911,-61.25061390214682,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208400631681732 ,0.9964954576068255 ,0.1945502608692068 ,53.79998344526394 ,-0.12357100435404679 ,0.04207493128686826 ,0.7899791071189183  
25.09999999999911,-61.25030461104095,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0420852529557464 ,0.9964952416136615 ,0.19455240045314082 ,53.80002654940113 ,-0.12359302868253409 ,0.042076175940919947 ,0.7900750495249071  
25.12499999999911,-61.24999526482859,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208649985218178 ,0.9964950255687319 ,0.19455454044720527 ,53.80006966187876 ,-0.12361504934920689 ,0.04207742085254033 ,0.7901709471811738  
25.149999999999107,-61.249685863518884,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208774700610628 ,0.9964948094720353 ,0.19455668085135236 ,53.800112782695905 ,-0.12363706635674923 ,0.04207866602171204 ,0.7902668001085406  
25.174999999999105,-61.249376407120984,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04208899441750278 ,0.9964945933235697 ,0.19455882166553434 ,53.80015591185165 ,-0.1236590797078441 ,0.04207991144841775 ,0.7903626083278202  
25.199999999999104,-61.249066895644035,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042090242086354174 ,0.9964943771233339 ,0.1945609628897036 ,53.80019904934508 ,-0.12368108940517314 ,0.04208115713264015 ,0.7904583718598158  
25.224999999999103,-61.24875732909717,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042091490012643396 ,0.9964941608713264 ,0.19456310452381254 ,53.800242195175294 ,-0.12370309545141703 ,0.04208240307436195 ,0.7905540907253206  
25.2499999999991,-61.24844770748952,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042092738196353396 ,0.9964939445675456 ,0.19456524656781354 ,53.800285349341365 ,-0.12372509784925526 ,0.04208364927356591 ,0.7906497649451182  
25.2749999999991,-61.248138030830205,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04209398663746715 ,0.99649372821199 ,0.19456738902165904 ,53.80032851184239 ,-0.123747096601366 ,0.042084895730234786 ,0.7907453945399826  
25.2999999999991,-61.24782829912835,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04209523533596766 ,0.996493511804658 ,0.19456953188530168 ,53.80037168267746 ,-0.12376909171042648 ,0.04208614244435139 ,0.790840979530678  
25.324999999999097,-61.247518512393064,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04209648429183795 ,0.9964932953455482 ,0.1945716751586939 ,53.80041486184565 ,-0.1237910831791126 ,0.04208738941589855 ,0.790936519937959  
25.349999999999095,-61.24720867063345,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04209773350506108 ,0.9964930788346589 ,0.19457381884178832 ,53.80045804934608 ,-0.12381307101009921 ,0.04208863664485911 ,0.7910320157825705  
25.374999999999094,-61.2468987738586,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04209898297562015 ,0.9964928622719885 ,0.19457596293453766 ,53.80050124517781 ,-0.12383505520606 ,0.042089884131215956 ,0.791127467085248  
25.399999999999093,-61.246588822077605,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04210023270349826 ,0.9964926456575357 ,0.19457810743689458 ,53.80054444933996 ,-0.12385703576966742 ,0.042091131874952 ,0.7912228738667166  
25.42499999999909,-61.24627881529955,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04210148268867855 ,0.9964924289912988 ,0.19458025234881188 ,53.800587661831614 ,-0.12387901270359283 ,0.04209237987605017 ,0.7913182361476927  
25.44999999999909,-61.24596875353351,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0421027329311442 ,0.996492212273276 ,0.19458239767024227 ,53.80063088265186 ,-0.12390098601050643 ,0.04209362813449344 ,0.7914135539488824  
25.47499999999909,-61.24565863678856,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04210398343087838 ,0.9964919955034662 ,0.19458454340113862 ,53.80067411179981 ,-0.12392295569307733 ,0.0420948766502648 ,0.7915088272909822  
25.499999999999087,-61.24534846507376,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042105234187864334 ,0.9964917786818677 ,0.19458668954145386 ,53.80071734927455 ,-0.1239449217539734 ,0.04209612542334725 ,0.7916040561946792  
25.524999999999086,-61.245038238398166,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042106485202085306 ,0.9964915618084785 ,0.19458883609114092 ,53.800760595075175 ,-0.12396688419586135 ,0.04209737445372386 ,0.7916992406806508  
25.549999999999084,-61.244727956770824,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04210773647352457 ,0.9964913448832976 ,0.19459098305015265 ,53.8008038492008 ,-0.12398884302140681 ,0.04209862374137768 ,0.7917943807695647  
25.574999999999083,-61.244417620200785,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04210898800216544 ,0.9964911279063231 ,0.19459313041844223 ,53.800847111650505 ,-0.12401079823327421 ,0.042099873286291827 ,0.7918894764820789  
25.59999999999908,-61.24410722869708,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04211023978799122 ,0.9964909108775533 ,0.19459527819596267 ,53.800890382423404 ,-0.1240327498341269 ,0.04210112308844941 ,0.7919845278388419  
25.62499999999908,-61.243796782268745,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04211149183098529 ,0.9964906937969866 ,0.19459742638266708 ,53.8009336615186 ,-0.12405469782662702 ,0.0421023731478336 ,0.7920795348604927  
25.64999999999908,-61.2434862809248,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04211274413113104 ,0.9964904766646216 ,0.1945995749785086 ,53.80097694893519 ,-0.12407664221343553 ,0.042103623464427566 ,0.7921744975676602  
25.674999999999077,-61.24317572467425,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04211399668841184 ,0.9964902594804569 ,0.19460172398344044 ,53.80102024467227 ,-0.1240985829972124 ,0.042104874038214515 ,0.7922694159809643  
25.699999999999076,-61.24286511352612,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042115249502811196 ,0.9964900422444903 ,0.19460387339741592 ,53.80106354872896 ,-0.12412052018061621 ,0.04210612486917769 ,0.792364290121015  
25.724999999999074,-61.24255444748941,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042116502574312514 ,0.9964898249567207 ,0.19460602322038828 ,53.801106861104365 ,-0.12414245376630469 ,0.042107375957300346 ,0.7924591200084125  
25.749999999999073,-61.242243726573115,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042117755902899325 ,0.996489607617146 ,0.1946081734523108 ,53.80115018179758 ,-0.12416438375693417 ,0.042108627302565774 ,0.7925539056637476  
25.77499999999907,-61.24193295078623,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04211900948855512 ,0.9964893902257648 ,0.194610324093137 ,53.801193510807714 ,-0.12418631015515996 ,0.04210987890495729 ,0.7926486471076016  
25.79999999999907,-61.24162212013773,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042120263331263445 ,0.9964891727825758 ,0.1946124751428202 ,53.80123684813388 ,-0.12420823296363621 ,0.04211113076445824 ,0.7927433443605462  
25.82499999999907,-61.24131123463659,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0421215174310079 ,0.9964889552875766 ,0.194614626601314 ,53.80128019377519 ,-0.12423015218501599 ,0.04211238288105199 ,0.7928379974431433  
25.849999999999067,-61.241000294291794,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212277178777208 ,0.9964887377407661 ,0.19461677846857178 ,53.80132354773075 ,-0.12425206782195104 ,0.04211363525472194 ,0.7929326063759454  
25.874999999999066,-61.2406892991123,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212402640153958 ,0.9964885201421426 ,0.19461893074454722 ,53.80136690999967 ,-0.12427397987709221 ,0.042114887885451514 ,0.7930271711794954  
25.899999999999064,-61.24037824910705,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212528127229408 ,0.9964883024917043 ,0.19462108342919382 ,53.80141028058106 ,-0.12429588835308902 ,0.042116140773224155 ,0.7931216918743266  
25.924999999999063,-61.240067144285014,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212653640001925 ,0.9964880847894495 ,0.19462323652246544 ,53.80145365947404 ,-0.12431779325258996 ,0.04211739391802335 ,0.7932161684809627  
25.94999999999906,-61.239755984655126,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212779178469884 ,0.9964878670353766 ,0.19462539002431561 ,53.80149704667772 ,-0.12433969457824226 ,0.0421186473198326 ,0.7933106010199178  
25.97499999999906,-61.23944477022633,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04212904742631654 ,0.9964876492294842 ,0.1946275439346981 ,53.80154044219121 ,-0.12436159233269219 ,0.042119900978635445 ,0.7934049895116967  
25.99999999999906,-61.239133501007544,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.0421303033248561 ,0.9964874313717701 ,0.1946296982535668 ,53.801583846013635 ,-0.12438348651858482 ,0.04212115489441543 ,0.7934993339767943  
26.024999999999057,-61.2388221770077,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213155948030134 ,0.9964872134622329 ,0.19463185298087549 ,53.80162725814411 ,-0.1244053771385639 ,0.042122409067156155 ,0.7935936344356962  
26.049999999999056,-61.238510798235716,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042132815892636094 ,0.9964869955008708 ,0.1946340081165781 ,53.80167067858174 ,-0.12442726419527235 ,0.04212366349684123 ,0.7936878909088783  
26.074999999999054,-61.2381993647005,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213407256184416 ,0.9964867774876823 ,0.19463616366062847 ,53.80171410732566 ,-0.12444914769135175 ,0.042124918183454284 ,0.793782103416807  
26.099999999999053,-61.23788787641096,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213532948790943 ,0.9964865594226655 ,0.19463831961298067 ,53.80175754437497 ,-0.12447102762944257 ,0.04212617312697899 ,0.7938762719799393  
26.12499999999905,-61.23757633337598,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213658667081579 ,0.9964863413058189 ,0.1946404759735887 ,53.80180098972882 ,-0.12449290401218423 ,0.042127428327399054 ,0.7939703966187225  
26.14999999999905,-61.23726473560447,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213784411054718 ,0.9964861231371407 ,0.19464263274240662 ,53.801844443386294 ,-0.124514776842215 ,0.04212868378469818 ,0.7940644773535944  
26.17499999999905,-61.2369530831053,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04213910180708754 ,0.9964859049166291 ,0.19464478991938855 ,53.80188790534655 ,-0.12453664612217193 ,0.04212993949886013 ,0.7941585142049834  
26.199999999999047,-61.23664137588735,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214035976042087 ,0.9964856866442822 ,0.1946469475044887 ,53.80193137560868 ,-0.12455851185469104 ,0.042131195469868675 ,0.7942525071933082  
26.224999999999046,-61.2363296139595,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214161797053111 ,0.9964854683200987 ,0.19464910549766118 ,53.80197485417183 ,-0.12458037404240718 ,0.04213245169770761 ,0.794346456338978  
26.249999999999044,-61.2360177973306,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214287643740237 ,0.9964852499440764 ,0.19465126389886028 ,53.802018341035115 ,-0.124602232687954 ,0.042133708182360764 ,0.7944403616623927  
26.274999999999043,-61.235705926009516,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214413516101866 ,0.9964850315162141 ,0.19465342270804037 ,53.802061836197666 ,-0.1246240877939642 ,0.042134964923812 ,0.7945342231839425  
26.29999999999904,-61.2353940000051,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214539414136408 ,0.9964848130365096 ,0.1946555819251557 ,53.8021053396586 ,-0.12464593936306924 ,0.0421362219220452 ,0.7946280409240082  
26.32499999999904,-61.23508201932619,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214665337842272 ,0.9964845945049613 ,0.19465774155016063 ,53.80214885141705 ,-0.12466778739789938 ,0.04213747917704426 ,0.794721814902961  
26.34999999999904,-61.234769983981636,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214791287217876 ,0.9964843759215677 ,0.19465990158300978 ,53.80219237147215 ,-0.12468963190108387 ,0.04213873668879313 ,0.7948155451411627  
26.374999999999037,-61.234457893980256,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04214917262261633 ,0.9964841572863266 ,0.19466206202365738 ,53.802235899823025 ,-0.12471147287525085 ,0.04213999445727577 ,0.7949092316589655  
26.399999999999036,-61.23414574933088,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042150432629719646 ,0.9964839385992365 ,0.19466422287205815 ,53.80227943646881 ,-0.12473331032302724 ,0.042141252482476174 ,0.7950028744767124  
26.424999999999034,-61.23383355004233,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04215169289347292 ,0.9964837198602954 ,0.19466638412816661 ,53.80232298140862 ,-0.12475514424703893 ,0.04214251076437835 ,0.7950964736147365  
26.449999999999033,-61.233521296123406,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04215295341386037 ,0.9964835010695017 ,0.19466854579193726 ,53.8023665346416 ,-0.1247769746499106 ,0.042143769302966344 ,0.7951900290933617  
26.47499999999903,-61.23320898758293,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04215421419086631 ,0.9964832822268538 ,0.19467070786332497 ,53.80241009616689 ,-0.12479880153426583 ,0.04214502809822423 ,0.7952835409329024  
26.49999999999903,-61.232896624429685,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042155475224475006 ,0.9964830633323496 ,0.19467287034228425 ,53.802453665983606 ,-0.12482062490272719 ,0.0421462871501361 ,0.7953770091536636  
26.52499999999903,-61.23258420667248,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042156736514670806 ,0.9964828443859874 ,0.1946750332287699 ,53.802497244090894 ,-0.12484244475791596 ,0.04214754645868608 ,0.7954704337759406  
26.549999999999027,-61.23227173432008,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042157998061438044 ,0.9964826253877656 ,0.19467719652273668 ,53.802540830487885 ,-0.12486426110245241 ,0.04214880602385833 ,0.7955638148200195  
26.574999999999026,-61.23195920738128,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04215925986476112 ,0.9964824063376821 ,0.19467936022413956 ,53.80258442517373 ,-0.12488607393895569 ,0.04215006584563701 ,0.7956571523061767  
26.599999999999024,-61.23164662586485,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216052192462441 ,0.9964821872357352 ,0.19468152433293334 ,53.802628028147545 ,-0.12490788327004375 ,0.04215132592400633 ,0.7957504462546795  
26.624999999999023,-61.23133398977954,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042161784241012364 ,0.996481968081923 ,0.19468368884907294 ,53.80267163940848 ,-0.12492968909833344 ,0.042152586258950527 ,0.7958436966857854  
26.64999999999902,-61.231021299134134,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216304681390945 ,0.9964817488762439 ,0.19468585377251335 ,53.80271525895567 ,-0.12495149142644062 ,0.042153846850453855 ,0.7959369036197426  
26.67499999999902,-61.23070855393737,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216430964330014 ,0.9964815296186961 ,0.1946880191032096 ,53.80275888678826 ,-0.1249732902569799 ,0.0421551076985006 ,0.7960300670767898  
26.69999999999902,-61.23039575419799,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216557272916895 ,0.9964813103092773 ,0.19469018484111672 ,53.802802522905395 ,-0.12499508559256484 ,0.04215636880307507 ,0.7961231870771566  
26.724999999999017,-61.230082899924746,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216683607150043 ,0.9964810909479863 ,0.19469235098618975 ,53.80284616730621 ,-0.1250168774358078 ,0.04215763016416161 ,0.7962162636410627  
26.749999999999016,-61.22976999112636,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042168099670279145 ,0.9964808715348209 ,0.19469451753838407 ,53.80288981998984 ,-0.1250386657893202 ,0.042158891781744576 ,0.7963092967887186  
26.774999999999014,-61.22945702781157,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04216936352548967 ,0.9964806520697792 ,0.19469668449765476 ,53.80293348095545 ,-0.12506045065571214 ,0.042160153655808365 ,0.7964022865403255  
26.799999999999013,-61.229144009989085,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.042170627637116626 ,0.9964804325528596 ,0.1946988518639569 ,53.80297715020217 ,-0.12508223203759275 ,0.04216141578633739 ,0.7964952329160749  
26.82499999999901,-61.228830937667624,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04217189200514467 ,0.9964802129840601 ,0.194701019637246 ,53.80302082772915 ,-0.12510400993756995 ,0.04216267817331611 ,0.7965881359361492  
26.84999999999901,-61.22851781085589,10.0 ,-5.0 ,-30.0 ,-33.0 ,60.0 ,51.0 ,0.7 ,0.04217315662955848 ,0.9964799933633787 ,0.19470318781747736 ,53.80306451353553 ,-0.12512578435825067 ,0.04216394081672897 ,0.7966809956207211  
